,LSOA,population_per_hectare
1241,E01008549,5.9
1242,E01008551,6.6
1243,E01008478,6.8
1244,E01008480,49.3
1245,E01008504,16.0
1246,E01008578,23.3
1247,E01008583,20.5
1248,E01008520,45.2
1249,E01008523,54.6
1250,E01008546,33.9
1251,E01008550,79.4
1252,E01008577,3.2
1253,E01008579,27.6
1254,E01008580,53.0
1255,E01008581,23.4
1256,E01008582,8.5
1257,E01008517,39.3
1258,E01008519,58.5
1259,E01008521,52.9
1260,E01008522,69.2
1261,E01008584,63.6
1262,E01008585,53.4
1263,E01008587,69.8
1264,E01008588,90.3
1265,E01008589,38.3
1266,E01008518,51.5
1267,E01008564,14.5
1268,E01008565,3.6
1269,E01008567,22.4
1270,E01008475,56.4
1271,E01008476,18.7
1272,E01008477,21.6
1273,E01008479,33.2
1274,E01008552,6.7
1275,E01008553,72.2
1276,E01008554,61.8
1277,E01008555,43.2
1278,E01008586,65.0
1279,E01008495,63.6
1280,E01008496,55.5
1281,E01008497,55.9
1282,E01008498,33.8
1283,E01008568,35.6
1284,E01008569,27.1
1285,E01008570,21.9
1286,E01032647,23.4
1287,E01032648,41.9
1288,E01008500,28.4
1289,E01008505,23.1
1290,E01008506,68.0
1291,E01008507,15.2
1292,E01008493,43.0
1293,E01008494,47.2
1294,E01008556,22.0
1295,E01008557,40.9
1296,E01008470,53.0
1297,E01008499,56.3
1298,E01008502,60.1
1299,E01008516,17.6
1300,E01008488,9.4
1301,E01008489,65.5
1302,E01008490,47.8
1303,E01008491,14.9
1304,E01008558,26.1
1305,E01008560,41.7
1306,E01008561,33.7
1307,E01008562,36.7
1308,E01008525,38.9
1309,E01008527,73.4
1310,E01008559,52.9
1311,E01008563,20.6
1312,E01008469,16.3
1313,E01008472,41.9
1314,E01008473,34.4
1315,E01008501,10.1
1316,E01008503,8.7
1317,E01008471,31.5
1318,E01008474,47.4
1319,E01008513,35.7
1320,E01008514,14.3
1321,E01032649,60.4
1322,E01032650,46.7
1323,E01008486,54.8
1324,E01008487,31.3
1325,E01008526,24.8
1326,E01008530,63.8
1327,E01008461,55.8
1328,E01008466,18.5
1329,E01008467,50.1
1330,E01008468,37.0
1331,E01008483,103.3
1332,E01008524,37.9
1333,E01008528,83.4
1334,E01008529,87.3
1335,E01008481,10.6
1336,E01008482,69.2
1337,E01008484,67.2
1338,E01008485,59.4
1339,E01008492,70.7
1340,E01008462,45.4
1341,E01008463,55.7
1342,E01008464,38.8
1343,E01008465,54.7
1344,E01008531,20.6
1345,E01008532,19.0
1346,E01008534,43.1
1347,E01008538,23.0
1348,E01008508,53.1
1349,E01008509,52.2
1350,E01008510,59.9
1351,E01008512,45.3
1352,E01008539,9.9
1353,E01008540,13.6
1354,E01008541,27.9
1355,E01008544,82.3
1356,E01008545,32.6
1357,E01008511,73.4
1358,E01008542,27.2
1359,E01008543,28.8
1360,E01008571,19.3
1361,E01008572,22.7
1362,E01008573,97.9
1363,E01008574,26.8
1364,E01008576,32.1
1365,E01008533,45.8
1366,E01008535,14.6
1367,E01008536,64.1
1368,E01008537,110.0
1369,E01008575,25.8
1370,E01008595,72.0
1371,E01008596,62.3
1372,E01008597,25.1
1373,E01008598,57.3
1374,E01008599,47.3
1375,E01008664,88.4
1376,E01008665,59.9
1377,E01008666,41.1
1378,E01008667,14.6
1379,E01008668,72.7
1380,E01008673,68.0
1381,E01008675,136.3
1382,E01008676,95.6
1383,E01008677,54.2
1384,E01008678,77.5
1385,E01008647,53.8
1386,E01008648,23.4
1387,E01008649,14.6
1388,E01008651,67.2
1389,E01008679,25.3
1390,E01008680,47.7
1391,E01008682,45.0
1392,E01008683,106.7
1393,E01008635,44.9
1394,E01008650,72.2
1395,E01008674,32.6
1396,E01008681,37.6
1397,E01008600,12.7
1398,E01008604,9.9
1399,E01008660,51.2
1400,E01008661,38.4
1401,E01008633,58.0
1402,E01008634,68.9
1403,E01008636,67.1
1404,E01008637,67.4
1405,E01008639,26.7
1406,E01008652,41.6
1407,E01008653,59.6
1408,E01008654,88.0
1409,E01008655,42.2
1410,E01008657,52.4
1411,E01008638,29.2
1412,E01008640,34.1
1413,E01008641,76.7
1414,E01008642,18.3
1415,E01008590,58.7
1416,E01008591,91.6
1417,E01008592,63.1
1418,E01008594,42.6
1419,E01008601,18.8
1420,E01008669,45.3
1421,E01008671,14.6
1422,E01008672,18.1
1423,E01008622,31.4
1424,E01008625,52.2
1425,E01033074,52.0
1426,E01008602,46.2
1427,E01008603,35.2
1428,E01008608,70.4
1429,E01008670,49.1
1430,E01008643,29.4
1431,E01008644,55.3
1432,E01008645,15.7
1433,E01008646,20.3
1434,E01008656,25.3
1435,E01008658,45.7
1436,E01008593,52.2
1437,E01008605,47.7
1438,E01008606,29.0
1439,E01008607,56.0
1440,E01008609,56.1
1441,E01008631,33.7
1442,E01008632,37.9
1443,E01008659,47.7
1444,E01008662,25.6
1445,E01008663,18.3
1446,E01008624,45.9
1447,E01008684,43.5
1448,E01008685,6.0
1449,E01008686,9.5
1450,E01008687,15.5
1451,E01008688,19.5
1452,E01008689,62.8
1453,E01008690,81.9
1454,E01008691,20.9
1455,E01008692,64.8
1456,E01008627,58.8
1457,E01008628,47.1
1458,E01008629,2.0
1459,E01008630,33.1
1460,E01008610,25.3
1461,E01008611,42.4
1462,E01008612,20.9
1463,E01008613,33.0
1464,E01008616,9.6
1465,E01008618,16.8
1466,E01008619,4.3
1467,E01008621,40.5
1468,E01008614,18.7
1469,E01008615,4.8
1470,E01008617,4.4
1471,E01008620,10.6
1472,E01008713,14.3
1473,E01008722,62.0
1474,E01008724,73.3
1475,E01008726,38.2
1476,E01008723,21.2
1477,E01008725,51.2
1478,E01008727,96.7
1479,E01008728,87.7
1480,E01008792,35.3
1481,E01008698,59.3
1482,E01008837,41.9
1483,E01008838,75.6
1484,E01008839,23.0
1485,E01008840,54.3
1486,E01008841,42.3
1487,E01008712,18.0
1488,E01008817,48.8
1489,E01008819,45.6
1490,E01008821,24.6
1491,E01008822,56.8
1492,E01008842,54.5
1493,E01008708,50.7
1494,E01008709,71.5
1495,E01008711,30.9
1496,E01008820,13.5
1497,E01033075,34.0
1498,E01008786,67.4
1499,E01008787,65.4
1500,E01008788,80.1
1501,E01008789,40.1
1502,E01008790,68.2
1503,E01008791,30.6
1504,E01008855,1.7
1505,E01008856,30.5
1506,E01008876,7.0
1507,E01008877,12.6
1508,E01008693,13.4
1509,E01008694,59.1
1510,E01008695,17.3
1511,E01008696,33.2
1512,E01008697,44.6
1513,E01008699,59.3
1514,E01008853,19.3
1515,E01008854,63.6
1516,E01008857,64.1
1517,E01008858,56.7
1518,E01008859,26.1
1519,E01008860,35.3
1520,E01008878,64.8
1521,E01008873,7.2
1522,E01008874,58.9
1523,E01008875,26.3
1524,E01008879,32.0
1525,E01008880,48.0
1526,E01008701,86.8
1527,E01008704,47.0
1528,E01008706,79.8
1529,E01008707,123.8
1530,E01008756,57.8
1531,E01008762,19.5
1532,E01008812,72.9
1533,E01033076,37.3
1534,E01008700,11.7
1535,E01008703,35.4
1536,E01008705,57.1
1537,E01008831,66.3
1538,E01008834,61.1
1539,E01008810,31.4
1540,E01008811,36.7
1541,E01008813,47.9
1542,E01008814,16.4
1543,E01008757,81.3
1544,E01008758,33.2
1545,E01008759,56.3
1546,E01008761,37.1
1547,E01008702,11.1
1548,E01008735,44.7
1549,E01008736,16.2
1550,E01008737,80.7
1551,E01008738,59.1
1552,E01008836,40.9
1553,E01008845,23.7
1554,E01008846,52.6
1555,E01008847,78.1
1556,E01008850,4.4
1557,E01008851,49.7
1558,E01008760,31.8
1559,E01008830,105.4
1560,E01008832,132.8
1561,E01008833,82.8
1562,E01008843,35.5
1563,E01008844,29.9
1564,E01008848,14.3
1565,E01008849,71.4
1566,E01008852,53.5
1567,E01008867,47.0
1568,E01008868,45.2
1569,E01008869,38.7
1570,E01008870,47.6
1571,E01008871,69.1
1572,E01008872,18.3
1573,E01008729,34.2
1574,E01008730,36.2
1575,E01008731,44.7
1576,E01008732,53.9
1577,E01008733,57.5
1578,E01008734,23.2
1579,E01008740,24.1
1580,E01008781,38.5
1581,E01008782,37.8
1582,E01008783,47.0
1583,E01008784,40.7
1584,E01008785,41.8
1585,E01008835,54.9
1586,E01008823,41.2
1587,E01008824,54.3
1588,E01008825,38.6
1589,E01008826,53.7
1590,E01008827,37.7
1591,E01008828,77.8
1592,E01008829,32.8
1593,E01008739,62.1
1594,E01008741,16.7
1595,E01008779,28.3
1596,E01008780,30.8
1597,E01008799,18.4
1598,E01008861,23.2
1599,E01008862,27.3
1600,E01008863,16.7
1601,E01008864,18.3
1602,E01008865,21.3
1603,E01008866,26.0
1604,E01008773,46.5
1605,E01008776,52.7
1606,E01008777,39.0
1607,E01008778,63.3
1608,E01008809,10.8
1609,E01008803,61.8
1610,E01008804,38.0
1611,E01008805,81.9
1612,E01033077,26.9
1613,E01008763,30.8
1614,E01008764,24.7
1615,E01008766,19.0
1616,E01008768,8.7
1617,E01008769,55.0
1618,E01008772,10.3
1619,E01008774,53.9
1620,E01008775,17.0
1621,E01008802,26.6
1622,E01008808,18.1
1623,E01008793,39.9
1624,E01008795,30.8
1625,E01008797,10.8
1626,E01008800,56.2
1627,E01008801,21.6
1628,E01008765,2.7
1629,E01008767,13.9
1630,E01008770,18.0
1631,E01008771,49.4
1632,E01008720,2.7
1633,E01008721,50.1
1634,E01008796,22.1
1635,E01032483,3.9
1636,E01032484,2.1
1637,E01008750,23.9
1638,E01008751,22.2
1639,E01008752,26.8
1640,E01008753,28.8
1641,E01008755,32.0
1642,E01008714,37.0
1643,E01008715,47.5
1644,E01008716,12.6
1645,E01008717,44.2
1646,E01008749,25.9
1647,E01008754,24.4
1648,E01008718,24.0
1649,E01008719,2.8
1650,E01008742,21.6
1651,E01008747,4.2
1652,E01008748,9.6
1653,E01008743,20.9
1654,E01008744,3.3
1655,E01008745,21.6
1656,E01008746,4.5
1657,E01012607,9.0
1658,E01012608,30.3
1659,E01012633,21.3
1660,E01012634,37.3
1661,E01012635,33.9
1662,E01012636,16.3
1663,E01012581,20.3
1664,E01012582,40.1
1665,E01012583,21.7
1666,E01012587,33.2
1667,E01012588,145.8
1668,E01012574,97.8
1669,E01012577,113.7
1670,E01012578,97.6
1671,E01012605,108.5
1672,E01012606,22.2
1673,E01012579,94.9
1674,E01012580,111.0
1675,E01012642,89.2
1676,E01012645,94.8
1677,E01012585,58.1
1678,E01012586,106.1
1679,E01012656,70.0
1680,E01012657,147.2
1681,E01012658,63.6
1682,E01012629,22.6
1683,E01012631,38.9
1684,E01012643,32.6
1685,E01012644,71.4
1686,E01012655,24.5
1687,E01012571,97.8
1688,E01012572,68.0
1689,E01012573,169.2
1690,E01012575,26.1
1691,E01012630,105.0
1692,E01012576,34.4
1693,E01012637,21.3
1694,E01012638,57.8
1695,E01012639,39.8
1696,E01012640,58.2
1697,E01012641,54.8
1698,E01012595,35.3
1699,E01012596,89.0
1700,E01012622,43.8
1701,E01012623,70.2
1702,E01012624,51.2
1703,E01012625,39.6
1704,E01012584,4.9
1705,E01012609,6.6
1706,E01012610,24.7
1707,E01012611,1.4
1708,E01012612,44.2
1709,E01012613,26.5
1710,E01012600,38.0
1711,E01012601,42.1
1712,E01012602,21.5
1713,E01012603,44.1
1714,E01012604,46.5
1715,E01012632,7.5
1716,E01012594,68.0
1717,E01012618,31.1
1718,E01012619,57.0
1719,E01012620,18.1
1720,E01012621,81.0
1721,E01012593,47.4
1722,E01012597,27.3
1723,E01012598,22.6
1724,E01012599,20.2
1725,E01012589,38.2
1726,E01012590,19.9
1727,E01012591,11.5
1728,E01012648,30.6
1729,E01012652,14.9
1730,E01012617,36.1
1731,E01012646,58.9
1732,E01012647,28.3
1733,E01012650,100.7
1734,E01012649,31.0
1735,E01012651,71.9
1736,E01012653,5.2
1737,E01012654,38.9
1738,E01012614,36.1
1739,E01012615,37.5
1740,E01012616,7.0
1741,E01012659,26.2
1742,E01012660,1.7
1743,E01012661,68.8
1744,E01012592,1.7
1745,E01012628,0.4
1746,E01032485,0.6
1747,E01032486,12.4
1748,E01012663,35.6
1749,E01012664,63.7
1750,E01012665,46.4
1751,E01012716,33.5
1752,E01012719,58.2
1753,E01012662,52.8
1754,E01012703,41.4
1755,E01012704,24.5
1756,E01012706,45.6
1757,E01012717,21.7
1758,E01012666,52.2
1759,E01012667,59.6
1760,E01012668,34.6
1761,E01012669,32.5
1762,E01012718,43.4
1763,E01012690,41.5
1764,E01012691,41.3
1765,E01012692,20.7
1766,E01012705,39.8
1767,E01012723,27.4
1768,E01012693,43.0
1769,E01012711,40.9
1770,E01012747,61.9
1771,E01012750,65.3
1772,E01012681,41.4
1773,E01012683,76.5
1774,E01012748,43.9
1775,E01012749,72.6
1776,E01012707,45.7
1777,E01012720,57.3
1778,E01012721,72.7
1779,E01012724,35.8
1780,E01012678,89.8
1781,E01012679,105.5
1782,E01012680,58.9
1783,E01012682,75.4
1784,E01012684,122.2
1785,E01012676,75.9
1786,E01012677,61.3
1787,E01012708,61.9
1788,E01012709,76.8
1789,E01012710,45.6
1790,E01012722,13.2
1791,E01012673,86.2
1792,E01012675,106.2
1793,E01012735,78.3
1794,E01012736,30.6
1795,E01012737,47.7
1796,E01012670,142.3
1797,E01012733,103.1
1798,E01012734,92.7
1799,E01012738,109.7
1800,E01012739,89.7
1801,E01012742,60.3
1802,E01012712,14.7
1803,E01012713,15.4
1804,E01012715,63.7
1805,E01012740,59.3
1806,E01012741,65.4
1807,E01012671,48.8
1808,E01012672,47.1
1809,E01012674,46.5
1810,E01012751,56.1
1811,E01012686,57.7
1812,E01012687,22.6
1813,E01012688,16.6
1814,E01012689,44.8
1815,E01012714,10.0
1816,E01012695,92.9
1817,E01012743,68.5
1818,E01012744,88.5
1819,E01012745,54.7
1820,E01012746,63.4
1821,E01012685,42.8
1822,E01012694,74.4
1823,E01012696,78.8
1824,E01012697,51.5
1825,E01012698,76.2
1826,E01012726,66.1
1827,E01012728,77.2
1828,E01012752,26.2
1829,E01012753,53.5
1830,E01012754,72.6
1831,E01012755,51.3
1832,E01012701,48.7
1833,E01012729,49.4
1834,E01012730,11.1
1835,E01012731,11.1
1836,E01012732,23.5
1837,E01012699,63.3
1838,E01012700,78.6
1839,E01012702,65.4
1840,E01012725,66.2
1841,E01012727,44.1
1842,E01018393,0.5
1843,E01018411,2.2
1844,E01018412,0.7
1845,E01018413,6.2
1846,E01018414,7.1
1847,E01018415,26.9
1848,E01018416,22.9
1849,E01018424,24.8
1850,E01018425,33.8
1851,E01018426,48.0
1852,E01018427,18.4
1853,E01018419,14.6
1854,E01018420,35.9
1855,E01018421,17.0
1856,E01018422,3.9
1857,E01018423,57.3
1858,E01018395,3.7
1859,E01018396,40.8
1860,E01018400,36.0
1861,E01018401,38.1
1862,E01018398,34.9
1863,E01018399,22.5
1864,E01018402,27.7
1865,E01018403,22.4
1866,E01018397,16.7
1867,E01018408,25.4
1868,E01018409,28.5
1869,E01018410,21.8
1870,E01018404,6.5
1871,E01018405,38.5
1872,E01018406,1.9
1873,E01018407,17.2
1874,E01018436,16.9
1875,E01018437,39.6
1876,E01018438,12.2
1877,E01018439,6.0
1878,E01018440,19.0
1879,E01018441,13.0
1880,E01018442,11.2
1881,E01018443,5.0
1882,E01018432,34.1
1883,E01018433,9.4
1884,E01018434,10.9
1885,E01018435,24.3
1886,E01018394,0.5
1887,E01018417,3.6
1888,E01018418,0.9
1889,E01018428,4.0
1890,E01018429,9.5
1891,E01018430,16.5
1892,E01018431,1.2
1893,E01018387,10.2
1894,E01018388,39.8
1895,E01018389,16.9
1896,E01018390,7.3
1897,E01018386,13.9
1898,E01018391,8.4
1899,E01018392,40.6
1900,E01018472,53.3
1901,E01018473,62.2
1902,E01018474,56.3
1903,E01018475,45.0
1904,E01018463,46.0
1905,E01018476,73.0
1906,E01018477,32.9
1907,E01018478,13.7
1908,E01018479,7.7
1909,E01018459,58.9
1910,E01018460,42.6
1911,E01018461,44.7
1912,E01018466,66.1
1913,E01018467,44.6
1914,E01018482,6.4
1915,E01018483,17.3
1916,E01018484,29.8
1917,E01018485,72.0
1918,E01018499,22.0
1919,E01018500,46.2
1920,E01018501,11.2
1921,E01018502,13.6
1922,E01018462,38.5
1923,E01018464,19.0
1924,E01018496,58.2
1925,E01018497,34.3
1926,E01018498,33.4
1927,E01018465,0.9
1928,E01018468,37.6
1929,E01018469,3.1
1930,E01018470,4.3
1931,E01018471,35.0
1932,E01018486,52.0
1933,E01018487,99.0
1934,E01018488,32.3
1935,E01018489,126.2
1936,E01018510,4.9
1937,E01018511,33.4
1938,E01018512,39.7
1939,E01018513,40.4
1940,E01018445,26.6
1941,E01018446,38.0
1942,E01018447,82.4
1943,E01018448,45.6
1944,E01018490,23.2
1945,E01018491,7.5
1946,E01018492,44.4
1947,E01018505,5.9
1948,E01018506,32.5
1949,E01018507,34.0
1950,E01018451,53.8
1951,E01018454,61.9
1952,E01018455,9.0
1953,E01018456,22.6
1954,E01018457,51.2
1955,E01018444,0.5
1956,E01018480,0.4
1957,E01018515,0.6
1958,E01018516,3.0
1959,E01033375,30.9
1960,E01033376,75.0
1961,E01033378,1.2
1962,E01018493,25.7
1963,E01018494,4.8
1964,E01018495,12.1
1965,E01018508,8.4
1966,E01018509,23.3
1967,E01018452,49.9
1968,E01018503,25.5
1969,E01018504,34.0
1970,E01033372,45.5
1971,E01033373,21.3
1972,E01018449,0.9
1973,E01018450,0.5
1974,E01018458,0.9
1975,E01018481,0.3
1976,E01018514,0.5
1977,E01018585,20.0
1978,E01018586,0.7
1979,E01018587,8.4
1980,E01018661,3.2
1981,E01018657,48.5
1982,E01018662,14.6
1983,E01018663,18.9
1984,E01018664,7.9
1985,E01018665,18.1
1986,E01018655,24.5
1987,E01018656,32.9
1988,E01018658,66.2
1989,E01018659,6.3
1990,E01018660,19.5
1991,E01018582,7.2
1992,E01018592,18.9
1993,E01018593,5.8
1994,E01018594,55.8
1995,E01018595,30.2
1996,E01018596,52.1
1997,E01018583,34.0
1998,E01018584,26.1
1999,E01018612,18.4
2000,E01018613,42.2
2001,E01018600,3.4
2002,E01018601,41.7
2003,E01018602,15.1
2004,E01018652,21.0
2005,E01018598,0.5
2006,E01018599,5.6
2007,E01018648,0.4
2008,E01018649,1.1
2009,E01018650,2.0
2010,E01018651,1.7
2011,E01018654,0.6
2012,E01018588,39.1
2013,E01018589,23.7
2014,E01018590,25.8
2015,E01018653,12.2
2016,E01018605,4.5
2017,E01018609,32.5
2018,E01018610,46.8
2019,E01018611,18.7
2020,E01018666,3.6
2021,E01018667,1.2
2022,E01018668,1.0
2023,E01018603,22.0
2024,E01018604,22.3
2025,E01018606,22.5
2026,E01018607,4.5
2027,E01018608,14.1
2028,E01018572,3.8
2029,E01018573,8.0
2030,E01018574,22.1
2031,E01018580,0.8
2032,E01018581,4.1
2033,E01018575,23.4
2034,E01018576,13.5
2035,E01018577,12.6
2036,E01018578,9.8
2037,E01018579,12.4
2038,E01018641,26.6
2039,E01018642,33.7
2040,E01018643,16.2
2041,E01018644,27.2
2042,E01018614,43.5
2043,E01018618,41.9
2044,E01018619,11.0
2045,E01018620,11.3
2046,E01018621,44.8
2047,E01018626,30.7
2048,E01018628,7.3
2049,E01018629,28.7
2050,E01018630,52.1
2051,E01018631,17.4
2052,E01018615,26.0
2053,E01018616,19.7
2054,E01018617,38.0
2055,E01018632,33.2
2056,E01018633,37.1
2057,E01018622,71.6
2058,E01018623,85.6
2059,E01018624,32.4
2060,E01018625,110.7
2061,E01018627,40.4
2062,E01018635,28.0
2063,E01018636,38.5
2064,E01018634,54.0
2065,E01018645,63.0
2066,E01018646,38.9
2067,E01018647,36.9
2068,E01018591,0.6
2069,E01018597,0.4
2070,E01018669,0.7
2071,E01018670,0.4
2072,E01018637,17.8
2073,E01018638,9.5
2074,E01018639,23.5
2075,E01018640,62.0
2076,E01018308,0.8
2077,E01018336,30.6
2078,E01018337,0.8
2079,E01018338,27.4
2080,E01018358,2.3
2081,E01018359,1.3
2082,E01018360,0.9
2083,E01018366,4.7
2084,E01018367,1.2
2085,E01018364,48.9
2086,E01018365,41.7
2087,E01018378,68.5
2088,E01018379,35.7
2089,E01018380,9.3
2090,E01018362,44.5
2091,E01018363,42.4
2092,E01018374,18.7
2093,E01018375,58.4
2094,E01018376,19.4
2095,E01018377,11.4
2096,E01018309,54.2
2097,E01018310,24.5
2098,E01018311,55.0
2099,E01018312,49.5
2100,E01018313,43.5
2101,E01018314,42.1
2102,E01018315,33.7
2103,E01018316,58.6
2104,E01018317,55.7
2105,E01018349,1.9
2106,E01018350,8.6
2107,E01018368,9.1
2108,E01018370,2.0
2109,E01018345,43.6
2110,E01018346,44.4
2111,E01018347,55.9
2112,E01018383,50.2
2113,E01018384,37.3
2114,E01018327,61.4
2115,E01018343,57.5
2116,E01018361,56.5
2117,E01032930,64.5
2118,E01032931,51.6
2119,E01018326,15.4
2120,E01018328,90.4
2121,E01018329,63.8
2122,E01018330,5.2
2123,E01018331,110.5
2124,E01018319,50.7
2125,E01018344,67.7
2126,E01018381,23.7
2127,E01018382,45.6
2128,E01018323,6.1
2129,E01018324,2.7
2130,E01018325,3.7
2131,E01018385,2.4
2132,E01018320,35.8
2133,E01018321,26.0
2134,E01018322,18.6
2135,E01018348,3.6
2136,E01018332,18.7
2137,E01018333,12.3
2138,E01018334,31.9
2139,E01018340,15.3
2140,E01018341,7.2
2141,E01018342,31.3
2142,E01018351,61.4
2143,E01018352,52.8
2144,E01018353,44.1
2145,E01018354,42.5
2146,E01018335,0.5
2147,E01018369,0.5
2148,E01018371,0.6
2149,E01018372,0.6
2150,E01018339,1.6
2151,E01018355,3.0
2152,E01018356,0.4
2153,E01018357,0.5
2154,E01018373,0.4
2155,E01018534,35.8
2156,E01018535,3.5
2157,E01018536,23.1
2158,E01018537,2.7
2159,E01018518,0.9
2160,E01018569,4.1
2161,E01018570,1.5
2162,E01018571,5.0
2163,E01018546,45.1
2164,E01018547,37.7
2165,E01018548,11.7
2166,E01018549,32.5
2167,E01018532,41.5
2168,E01018533,10.6
2169,E01018544,44.9
2170,E01018545,11.1
2171,E01018519,64.1
2172,E01018520,25.2
2173,E01018525,39.1
2174,E01018563,14.3
2175,E01018564,4.9
2176,E01018523,36.5
2177,E01018524,43.9
2178,E01018541,42.2
2179,E01018542,61.6
2180,E01018543,62.9
2181,E01018528,18.0
2182,E01018529,28.8
2183,E01018530,16.9
2184,E01018531,32.7
2185,E01018560,19.8
2186,E01018561,34.6
2187,E01018562,31.3
2188,E01018522,49.8
2189,E01018538,41.0
2190,E01018539,69.5
2191,E01018540,31.5
2192,E01018521,40.1
2193,E01018550,73.8
2194,E01018551,19.8
2195,E01018552,0.8
2196,E01018553,29.4
2197,E01018556,43.3
2198,E01018557,43.6
2199,E01018558,77.3
2200,E01018559,40.7
2201,E01018565,44.5
2202,E01018566,15.3
2203,E01018567,36.7
2204,E01018568,26.0
2205,E01018526,40.4
2206,E01018527,55.3
2207,E01018554,48.4
2208,E01018555,70.7
2209,E01018685,38.8
2210,E01018686,13.5
2211,E01018687,5.3
2212,E01018688,27.3
2213,E01018689,1.5
2214,E01018690,3.1
2215,E01018675,1.5
2216,E01018708,0.7
2217,E01018721,0.7
2218,E01018671,23.4
2219,E01018672,18.7
2220,E01018673,38.0
2221,E01018674,11.6
2222,E01018684,0.9
2223,E01018695,26.9
2224,E01018696,3.5
2225,E01018697,26.3
2226,E01018698,1.5
2227,E01018704,2.9
2228,E01018705,15.9
2229,E01018706,17.5
2230,E01018718,4.4
2231,E01018722,0.5
2232,E01018713,9.1
2233,E01018714,14.3
2234,E01018715,10.9
2235,E01018726,18.4
2236,E01018727,3.0
2237,E01018728,14.9
2238,E01018729,24.0
2239,E01018709,76.8
2240,E01018710,27.9
2241,E01018711,24.3
2242,E01018712,42.3
2243,E01018699,42.6
2244,E01018701,23.0
2245,E01018716,30.6
2246,E01018717,39.6
2247,E01018719,54.5
2248,E01018720,40.9
2249,E01018691,11.9
2250,E01018693,8.9
2251,E01018694,9.6
2252,E01018700,42.0
2253,E01018702,30.2
2254,E01018703,16.2
2255,E01018676,6.4
2256,E01018677,1.0
2257,E01018678,4.6
2258,E01018679,14.3
2259,E01018692,1.1
2260,E01018680,0.8
2261,E01018681,18.8
2262,E01018682,4.1
2263,E01018683,10.1
2264,E01018733,4.3
2265,E01018734,46.9
2266,E01018748,83.9
2267,E01018749,8.6
2268,E01018736,40.5
2269,E01018737,8.8
2270,E01018743,3.9
2271,E01018744,20.2
2272,E01018732,39.2
2273,E01018745,61.2
2274,E01018746,18.8
2275,E01018747,19.3
2276,E01018730,51.2
2277,E01018738,9.1
2278,E01018739,31.3
2279,E01018741,37.0
2280,E01018731,21.0
2281,E01018735,12.5
2282,E01018740,59.1
2283,E01018742,8.9
2284,E01018707,0.7
2285,E01018723,3.3
2286,E01018724,8.6
2287,E01018725,0.3
2288,E01012392,16.1
2289,E01012393,8.6
2290,E01012395,21.6
2291,E01012411,30.6
2292,E01012374,40.6
2293,E01012375,34.2
2294,E01012376,37.3
2295,E01012421,37.0
2296,E01012423,65.3
2297,E01012368,48.4
2298,E01012410,26.6
2299,E01012412,7.5
2300,E01012413,45.9
2301,E01012414,65.0
2302,E01012377,60.2
2303,E01012390,46.0
2304,E01012419,80.2
2305,E01012420,48.8
2306,E01012422,47.3
2307,E01012369,35.0
2308,E01012394,41.1
2309,E01012425,67.7
2310,E01012426,22.6
2311,E01012427,24.4
2312,E01012378,41.3
2313,E01012379,47.0
2314,E01012380,69.1
2315,E01012388,48.2
2316,E01012442,76.5
2317,E01012367,26.8
2318,E01012370,90.8
2319,E01012424,38.2
2320,E01012441,8.9
2321,E01012389,36.8
2322,E01012391,3.6
2323,E01012401,3.2
2324,E01012443,9.5
2325,E01012385,1.1
2326,E01012386,6.7
